-0.095404,0.044104,-0.064391,0.004692,-0.07479,0.077099,0.097497,-0.168782,-0.008137,0.023927,0.056001,0.028689,-0.042949,0.044599,-0.060205,-0.192692,-0.134179,-0.033723,-0.047443,0.056055,-0.18613,-0.061419,0.050303,-0.042864,-0.012299,-0.007099,-0.031196,0.011551,-0.009237,0.044627,-0.010756,-0.075019,-0.003791,0.085054,0.125919,-0.066724,-0.065981,0.003966,-0.001026,0.104111,-0.053339,-0.056476,-0.016752,-0.073029
-0.052225,0.125981,0.144736,0.366377,0.032252,0.195301,0.184988,0.361535,0.166032,0.108622,0.128478,0.346328,0.117512,0.013402,0.076519,0.203363,0.174492,0.073531,0.016074,0.210712,0.08963,-0.047045,0.003774,-0.056414,-0.04481,0.07893,0.026026,0.060019,0.01242,0.039757,0.248012,0.01041,0.141266,0.061458,0.095143,0.02166,0.111295,0.238798,0.025793,0.058371,0.012775,0.166025,0.128679,0.230273
0.084075,-0.206977,-0.098567,0.027511,-0.037415,-0.055267,0.798427,0.089962,0.009593,-0.041524,-0.343311,-0.061861,0.024769,-0.080021,-0.097717,0.032376,-0.036582,0.109188,-0.046843,-0.11377,-0.179854,0.0088,-0.085964,-0.072983,-0.136696,-0.079144,-0.048242,-0.073148,-0.128162,-0.056649,-0.037988,-0.030263,-0.038943,-0.096762,-0.044287,0.009908,-0.084782,-0.091516,-0.041078,-0.157617,-0.038931,-0.138436,-0.050271,-0.028516
0.00733900000000001,0.088639,0.124948,0.212418,0.012563,0.07432,0.144466,0.125567,0.033048,0.034354,0.069907,-0.011283,0.065397,-0.074756,0.029282,0.00164,-0.036929,0.085656,-0.028927,-0.008323,-0.088333,-0.072284,-0.090507,0.00819400000000001,-0.085975,-0.083569,0.065507,0.053647,-0.009126,-0.014876,0.009507,0.02549,0.050677,0.059407,0.038774,0.137282,0.064656,0.09198,0.130453,0.003093,0.004715,0.154223,0.148067,0.019321
0.007501,0.179559,0.120524,-0.059108,-0.041089,-0.049653,0.328841,-0.095192,0.00594500000000001,0.095838,0.404183,-0.06852,-0.160486,0.061804,0.162672,0.120458,0.0831,-0.107113,0.176693,0.263741,0.186412,0.087684,0.00563,0.039922,0.127414,-0.192163,0.079262,0.023736,0.08544,0.05347,0.194489,-0.006546,0.080727,0.251716,0.08373,-0.041913,0.08532,0.251008,0.293475,-0.145987,0.044368,0.07539,0.070628,-0.044727
-0.018479,-0.021703,0.015142,-0.314634,-0.016568,0.019865,0.02122,-0.05546,-0.24091,-0.024923,0.032809,0.108641,0.055609,-0.092766,-0.078106,0.075981,0.039415,-0.000123000000000001,-0.111701,-0.067137,-0.018886,0.010975,-0.117021,-0.132875,-0.06068,-0.014271,-0.005022,-0.092454,-0.082261,-0.008739,-0.006176,-0.052667,-0.074694,-0.05617,-0.028287,0.03862,-0.045287,-0.080699,-0.044179,0.021459,-0.002858,-0.00511299999999999,-0.067439,-0.044282
-0.011177,0.132592,0.004898,0.018219,0.023305,0.020139,0.121675,-0.108167,0.095428,0.036451,0.03925,0.032137,-0.027638,0.054487,0.018055,0.018068,-0.053198,0.033757,0.057009,0.023752,-0.066964,-0.027212,0.031393,-0.066665,-0.019544,0.002553,0.010302,0.052667,-0.046634,-0.008052,0.045996,0.015429,0.061628,-0.048798,0.036606,0.006774,0.069983,-0.024274,-0.023197,0.124514,0.032256,0.073352,-0.048425,0.007199
-0.011879,-0.101036,0.006934,-0.0187,-0.084981,-0.025182,-0.073398,0.201413,0.126351,-0.015766,-0.010814,0.099955,0.144364,-0.028778,0.030049,0.069205,0.077595,0.137977,-0.021008,0.070498,-0.021584,0.091145,0.003,-0.038501,0.05167,0.030957,-0.038204,0.013084,-0.048205,0.038065,-0.019633,-0.119226,0.084246,0.222433,-0.039879,-0.111399,0.022131,0.127811,0.155044,-0.026031,-0.045762,0.000784000000000007,0.055094,-0.098346
-0.023607,0.09849,0.102994,-0.239769,0.159444,0.128286,-0.068753,-0.085341,0.014906,0.010066,0.045037,-0.028862,-0.062724,-0.025701,0.037239,-0.073509,-0.020381,-0.007733,-0.088965,-0.006043,0.002325,-5.49999999999995e-05,0.032745,0.059404,0.079959,0.049578,-0.108906,0.037709,0.093903,0.025609,0.002551,0.008792,0.154928,0.105155,0.055192,-0.070157,0.056335,0.080477,0.013506,0.008721,-0.008646,0.042914,0.040138,0.032706
-0.111893,-0.166505,-0.050823,0.027491,-0.033203,-0.045947,0.03124,0.018595,0.041624,-0.046094,0.026918,0.072131,-0.04564,-0.082041,0.0468,0.01207,0.0313,-0.023766,-0.086487,0.068854,0.102514,0.050535,-0.042092,0.062285,0.182884,-0.320368,-0.021751,-0.003829,0.052073,0.00683,0.353393,-0.031446,-0.023266,0.039127,0.071439,0.085073,0.03126,-0.007604,0.149152,0.095628,0.020982,0.120986,0.093197,-0.013557
