0.067553,-0.120185,-0.102745,-0.110467,0.040512,-0.066668,-0.131195,-0.238135,-0.118343,-0.064943,-0.046629,-0.192199,-0.149581,-0.043815,-0.057227,-0.022831,-0.045827,0.005561,-0.09978,0.009401,0.115323,0.024799,0.055678,0.084162,0.056923,0.027644,0.135573,-0.054365,-0.032635,0.039792,-0.012303,0.012134,-0.058047,-0.067905,-0.189257,0.102445,-0.065405,-0.128064,-0.094263,0.044684,0.076051,0.042709,-0.102496,0.022949
-0.007515,-0.037832,-0.119177,-0.084126,-0.049318,-0.047333,-0.067372,-0.093562,-0.034363,-0.008994,-0.088632,0.010749,0.013203,0.021842,-0.021503,0.077596,0.058625,0.047442,-0.002228,0.047168,0.122666,0.088445,0.023853,-0.008925,0.118101,0.109075,0.035235,0.013258,0.011833,0.058241,0.065936,0.014168,0.020031,-0.007203,0.009494,0.038129,0.072708,-0.028605,-0.092278,0.037133,0.044146,0.075653,-0.074569,-0.00196
0.005381,-0.049326,-0.04024,0.052276,0.005666,0.006339,-0.036018,-0.037898,-0.018682,0.000805,-0.025452,-0.041502,-0.042635,0.016271,-0.034204,-0.009063,-0.009944,-0.055125,-0.048951,0.054803,0.05988,0.000561,-0.015031,-0.042846,0.016016,0.048483,-0.00862,-0.025177,-0.023267,-0.027615,-0.002918,-0.012166,-0.019921,-0.068335,-0.026398,-0.011337,0.009468,-0.065374,-0.042947,0.005627,-0.040113,0.001727,-0.066223,0.080858
-0.035661,-0.017475,-0.056608,0.128549,-0.006981,0.153138,-0.164983,-0.026707,-0.091306,0.107764,-0.020376,-0.032709,-0.011435,0.111394,-0.065973,0.044753,0.005618,0.014545,-0.037256,0.061029,0.112616,0.052439,0.047959,0.158077,0.08526,0.071935,0.177597,-0.008603,0.107822,-0.035188,-0.021607,0.138761,0.046511,0.003909,-0.110804,0.151065,0.119951,0.027248,-0.057958,0.192324,0.145275,0.147219,0.015867,-0.07375
-0.074762,-0.257393,-0.106986,-0.024789,0.012013,-0.10609,-0.074832,-0.109758,-0.015957,-0.003891,-0.027648,-0.067731,0.018549,0.068119,-0.002514,-0.053953,-0.096904,-0.005696,0.024802,0,-0.070793,-0.026563,0.011575,0.001744,-0.041831,0.000091,0.024114,-0.019115,-0.039095,-0.013519,-0.006793,0.016335,-0.02888,-0.001922,-0.081837,-0.005662,-0.052441,-0.058386,0,-0.037475,-0.029293,-0.047277,-0.011527,0
-0.035225,0.006453,-0.109587,0.042495,-0.102153,-0.062844,-0.014411,0.053699,0.057076,0.016126,-0.127039,-0.014375,0.018845,-0.078224,0.024817,-0.123678,-0.070016,-0.069196,-0.05284,-0.014108,0.009633,-0.048246,-0.027225,-0.059983,-0.055826,-0.101977,0.022983,0.012868,-0.03283,-0.125252,-0.033582,-0.022867,-0.013899,-0.040887,0.084496,-0.038626,0.060718,0.025798,0.007005,-0.100658,0.029954,-0.05617,0.034149,-0.085172
-0.039248,-0.033536,-0.153316,-0.150269,-0.020046,-0.050777,-0.077637,-0.153506,-0.103891,0.004901,-0.054935,-0.044438,-0.033987,-0.000001,-0.076642,-0.049593,-0.030725,-0.105058,-0.04174,-0.051819,-0.069516,-0.080283,-0.057151,0.048085,-0.001237,-0.062181,-0.073113,-0.013435,-0.060079,-0.005908,-0.024705,-0.036841,-0.055444,-0.099051,-0.025272,-0.043962,-0.015292,-0.060392,-0.216336,-0.134195,0.011717,-0.011797,-0.127384,-0.144065
-0.075367,-0.108366,-0.108128,0.37148,0.023915,-0.105782,-0.102543,-0.047798,0.024899,-0.040982,-0.046761,-0.004353,-0.03223,-0.03125,-0.018546,0.111348,0.026057,0.075728,-0.047311,0.088017,0.11934,0.086097,-0.044421,0.033845,0.043769,-0.068334,0.01865,-0.015897,0.06749,0.008604,-0.045807,-0.028741,-0.148208,0.041428,-0.134483,-0.039667,-0.113733,-0.044799,-0.03258,0.022066,-0.035107,-0.183965,-0.000114,-0.077278
0.001455,-0.035567,0.022304,0.028081,-0.030188,0.004966,-0.007109,0.031864,-0.015215,0.045689,-0.018358,0.033545,0.023088,-0.082086,-0.042687,0.026243,0.037524,0.028952,-0.024924,-0.025004,-0.004944,0.059445,-0.0235,0.020161,0.070811,0.051279,0.006052,0.008213,0.049629,0.083079,0.028618,0.086371,-0.013817,0.014814,0.037262,0.092237,0.083793,-0.003461,0.093989,0.15938,0.113722,0.037088,0.033701,0.1061
0.068865,-0.091681,-0.032044,-0.123354,0.023486,0.025468,-0.026271,-0.07437,0.013481,0.0183,-0.005707,0.027255,0.024499,0.026217,0.002996,0.143804,0.055402,0.017295,0.09026,0.147134,0.195781,0.156781,0.019448,0.10186,0.146138,0.171917,0.035116,0.017286,0.156549,0.172212,0.030762,0.014383,-0.028935,0.126974,0.062629,0.01017,0.049621,-0.018506,0.054629,-0.02095,0.052283,-0.011603,0.023581,-0.034714
